,title,station,date,company,link,carrer,work,machul,juso,search_key
637,(주)하드램 SW 부서 채용,경기 안산시 단원구, 07/09(금),(주)하드램,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=40211676&location=ts&searchword=C%2B%2B&searchType=default_popular&paid_fl=n,경력무관,"반도체,LCD,디스플레이","205억 2,365만원",경기 안산시 단원구,C++
638,2021년 수시 채용공고(로봇개발연구직) - SLAM & Navigation Eng,서울 강서구,채용시,(주)로보티즈,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=40154370&location=ts&searchword=C%2B%2B&searchType=default_popular&paid_fl=n,경력무관,"기계,기계설계,메카트로닉스",매출액없음,서울 강서구,C++
639,기술연구소 연구·개발 신입 및 경력직 수시 채용,경기 안양시 만안구, 07/20(화),㈜삼진,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=40296841&location=ts&searchword=C%2B%2B&searchType=default_popular&paid_fl=n,신입·경력,"전기,전자,전기·전자회로",매출액없음,경기 안양시 만안구,C++
640,각 부문 신입/경력직 수시채용,서울 금천구, 06/20(일),(주)엠씨넥스,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=40463924&location=ts&searchword=C%2B%2B&searchType=default_popular&paid_fl=n,경력무관,"전기,회로설계,전기설비",매출액없음,서울 금천구,C++
641,"(주)유니퓨전(유니테스트 자회사)각 부문 경력자(대전,용인,평택",대전 유성구, 08/13(금),(주)유니테스트,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=40470757&location=ts&searchword=C%2B%2B&searchType=default_popular&paid_fl=n,경력무관,"반도체,전기,전자",매출액없음,경기 용인시 기흥구,C++
642,아이티센그룹 경력사원 공개 채용,서울 서초구,상시채용,㈜아이티센,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=40317220&location=ts&searchword=C%2B%2B&searchType=default_popular&paid_fl=n,경력 2~9년,"IT컨설팅,PM,제안·컨설팅",매출액없음,서울 서초구,C++
643,(주)수젠텍 Software 연구개발 담당자 모집,대전 유성구, 06/30(수),(주)수젠텍,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=40288579&location=ts&searchword=C%2B%2B&searchType=default_popular&paid_fl=n,경력무관,"바이오,생명공학,SW(소프트웨어)",매출액없음,대전 유성구,C++
644,"2021 경력인재 대규모채용(설계, 제어, 비젼, 광학)",경기 안양시 동안구,채용시,(주)케이아이티이노베이션,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=40470155&location=ts&searchword=C%2B%2B&searchType=default_popular&paid_fl=n,경력무관,"기계설계,기계·기구설계,3D설계","57억 2,324만원",경기 안양시 동안구,C++
645,(주)마인즈랩 AI R&D Engineer / AI Embedded Engineer 채용,경기 성남시 분당구, 07/30(금),(주)마인즈랩,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=40487757&location=ts&searchword=C%2B%2B&searchType=default_popular&paid_fl=n,경력무관,"SI·시스템통합,시스템관리,솔루션업체","82억 8,555만원",대전 유성구,C++
646,(주)아이티엔티 반도체 테스터 장비 UI 담당 채용,경기 수원시 영통구,채용시,(주)아이티엔티,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=40243737&location=ts&searchword=C%2B%2B&searchType=default_popular&paid_fl=n,경력 1~10년,"반도체,반도체,SW(소프트웨어)","41억 4,386만원",경기 수원시 영통구,C++
647,Voice AI 전문기업 (주)인텔로이드 웹개발자 신입/경력/팀장,경기 성남시 분당구, 07/31(토),(주)인텔로이드,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=40464583&location=ts&searchword=C%2B%2B&searchType=default_popular&paid_fl=n,경력무관,"소프트웨어개발,Java·JSP,프론트엔드","14억 1,537만원",경기 성남시 분당구,C++
648,"H/W, S/W, 펌웨어 신입, 경력 모집",경북 구미시, 07/10(토),(주)선테크,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=40218712&location=ts&searchword=C%2B%2B&searchType=default_popular&paid_fl=n,경력무관,"Micom,Microprocessor,회로설계","27억 4,300만원",경북 구미시,C++
649,"[인공지능 기업 / 머니브레인]머신러닝, 딥러닝 엔지니어",서울 서초구, 07/31(토),(주)머니브레인,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=40419956&location=ts&searchword=C%2B%2B&searchType=default_popular&paid_fl=n,경력3년,"SI·시스템통합,시스템관리,솔루션업체","26억 5,621만원",서울 강남구,C++
650,"로봇사업부에서 인재를 모십니다. (R&D 개발, PM)",경기 성남시 중원구, 08/14(토),㈜티라유텍,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=40482660&location=ts&searchword=C%2B%2B&searchType=default_popular&paid_fl=n,경력무관,"하드웨어,펌웨어,장비구축",매출액없음,서울 강남구,C++
651,반도체 장비 및 제어시스템 개발자 전문가 양성과정,서울 강남구,오늘마감,한국전자산업협동조합,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=40293649&location=ts&searchword=C%2B%2B&searchType=default_popular&paid_fl=n,신입,"협회,조합,전기",17억 615만원,서울 서초구,C++
652,SoC사업본부 엔지니어 채용,경기 수원시 영통구, 06/22(화),에이직랜드,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=40093818&location=ts&searchword=C%2B%2B&searchType=default_popular&paid_fl=n,경력,"반도체,반도체,ASIC","235억 8,501만원",경기 수원시 영통구,C++
653,(주)제이티 2021년 연구소 신입/경력사원 모집,충남 천안시 서북구, 06/28(월),(주)제이티,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=40481304&location=ts&searchword=C%2B%2B&searchType=default_popular&paid_fl=n,신입·경력,"반도체,기계,기계설비",매출액없음,충남 천안시 서북구,C++
654,(주) 트위니 로봇본부 테스트 엔지니어 모집,대전 유성구, 07/23(금),(주)트위니,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=40310232&location=ts&searchword=C%2B%2B&searchType=default_popular&paid_fl=n,경력무관,"기계,기계설계,메카트로닉스","14억 9,146만원",대전 유성구,C++
655,기업부설연구소 전자·기계파트 정규직 채용,경기 시흥시,채용시,엠케이프리시젼(주),https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=40468251&location=ts&searchword=C%2B%2B&searchType=default_popular&paid_fl=n,경력무관,"회로설계,자동제어,Firmware","153억 8,468만원",주소없음,C++
656,[기업부설연구소] AI 기반 비전시스템 개발 분야 정규직 모집,서울 금천구, 07/09(금),(주)한국정보공작소,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=40200460&location=ts&searchword=C%2B%2B&searchType=default_popular&paid_fl=n,경력1년,"SI·시스템통합,솔루션업체,소프트웨어개발","9억 1,690만원",서울 금천구,C++
657,[포티투마루] 인공지능(AI) 개발자 및 기획자 전 부문 모집,서울 서초구, 08/07(토),(주)포티투마루,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=40429776&location=ts&searchword=C%2B%2B&searchType=default_popular&paid_fl=n,경력무관,"소프트웨어개발,AWS,Linux",매출액없음,서울 서초구,C++
658,[(주)크레스프리] 2021년 각 부문별 엔지니어 채용,경기 성남시 분당구, 06/25(금),(주)크레스프리,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=40490419&location=ts&searchword=C%2B%2B&searchType=default_popular&paid_fl=n,경력무관,"솔루션업체,소프트웨어개발,서버관리",매출액없음,경기 성남시 분당구,C++
659,"차량용 블랙박스 S/W, H/W 개발자 채용모집.",서울 금천구, 07/12(월),(주)엠브레인,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=40236856&location=ts&searchword=C%2B%2B&searchType=default_popular&paid_fl=n,경력무관,"Micom,Microprocessor,회로설계","402억 5,839만원",경기 용인시 기흥구,C++
660,"차량용 블랙박스 S/W, H/W, DSP 개발자 채용",서울 금천구, 08/06(금),(주)엠브레인,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=40413230&location=ts&searchword=C%2B%2B&searchType=default_popular&paid_fl=n,경력무관,"Micom,Microprocessor,회로설계","402억 5,839만원",경기 용인시 기흥구,C++
661,스마트팜 자동화 로봇 SW 개발자 모집,경기 성남시 수정구, 07/31(토),(주)랑데뷰,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=40489467&location=ts&searchword=C%2B%2B&searchType=default_popular&paid_fl=n,경력무관,"소프트웨어개발,SW(소프트웨어),인공지능(AI)",매출액없음,서울 마포구,C++
662,솔트룩스 자회사 - 2021년 개발직군 공채,광주 동구, 06/20(일),(주)광주인공지능센터,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=40428109&location=ts&searchword=C%2B%2B&searchType=default_popular&paid_fl=n,신입·경력,"소프트웨어개발,프론트엔드,백엔드","7억 4,008만원",광주 동구,C++
663,"GPS(위성항법)솔루션 개발자, Embedded 소프트웨어 개발자 채용",서울 금천구, 06/30(수),(주)피피솔,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=40366023&location=ts&searchword=C%2B%2B&searchType=default_popular&paid_fl=n,경력무관,"소프트웨어개발,위성·GPS·GIS,SW(소프트웨어)","2억 7,453만원",서울 금천구,C++
664,"AI 개발자 모집합니다 (신입,경력무관)",서울 송파구, 07/31(토),(주)소테리아,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=40395072&location=ts&searchword=C%2B%2B&searchType=default_popular&paid_fl=n,경력무관,"보안,정보보안,서버관리",209만원,서울 송파구,C++
665,반도체 제품기술 및 테스트기술 연구원 모집(경력),충북 청주시 청원구, 07/23(금),주식회사 해치택,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=40302638&location=ts&searchword=C%2B%2B&searchType=default_popular&paid_fl=n,경력 5~9년,"반도체,IC설계,테스트엔지니어","110억 9,754만원",충북 청주시 청원구,C++
666,(주) 사피엔반도체/부설 연구소 연구원 채용 공고,서울 송파구, 06/26(토),사피엔반도체,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=40117989&location=ts&searchword=C%2B%2B&searchType=default_popular&paid_fl=n,신입·경력,"반도체,IC설계,IC설계","20억 1,026만원",주소없음,C++
667,반도체장비 제어팀 경력자 채용,경기 광주시, 07/30(금),코리아테크노(주),https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=40362812&location=ts&searchword=C%2B%2B&searchType=default_popular&paid_fl=n,경력2년,"반도체,반도체","634억 1,498만원",주소없음,C++
668,[기술연구소] AI개발팀 신호처리 연구원 모집,경기 성남시 분당구, 06/30(수),(주)에이티센스,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=40464708&location=ts&searchword=C%2B%2B&searchType=default_popular&paid_fl=n,경력무관,"의료기기,인공지능(AI),머신러닝","2,402만원",경기 성남시 분당구,C++
669,[상시] 딥러닝 엔지니어 채용,경기 성남시 분당구,채용시,키키아이(주),https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=40074305&location=ts&searchword=C%2B%2B&searchType=default_popular&paid_fl=n,경력무관,"소프트웨어개발,인공지능(AI),빅데이터",매출액없음,경기 안양시 만안구,C++
670,2021년 상반기 엔지니어 정규직(신입&경력) 채용,서울 강남구, 07/19(월),블루닷(주),https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=40279313&location=ts&searchword=C%2B%2B&searchType=default_popular&paid_fl=n,경력무관,"IC설계,Java·JSP,HTML",매출액없음,서울 강남구,C++
671,"[LED조명] 신입/경력사원 모집 - 영업, 구매, 연구소",경기 의왕시,채용시,인스엘이디(주),https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=40193390&location=ts&searchword=C%2B%2B&searchType=default_popular&paid_fl=n,경력무관,"LED·AMOLED,일반영업,LED·AMOLED","106억 8,540만원",주소없음,C++
672,[각 부문별] 자율주행시스템 개발 경력 및 신입 연구원 채용,서울 강남구, 06/30(수),이인텔리전스(주),https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=40363909&location=ts&searchword=C%2B%2B&searchType=default_popular&paid_fl=n,경력무관,"자동차부품,기계·자동차","2억 1,500만원",주소없음,C++
673,비티에스 하반기 정규직 채용공고(기술지원/기술영업/경영지원),서울 중랑구, 07/09(금),(주)비티에스,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=40439017&location=ts&searchword=C%2B%2B&searchType=default_popular&paid_fl=n,경력무관,"자동제어,PLC,HMI·MMI","23억 8,549만원",주소없음,C++
674,[반도체&디스플레이 중견기업] 각 분야별 경력직 채용,서울 금천구, 07/15(목),(주)HR컨설팅그룹,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=40476839&location=ts&searchword=C%2B%2B&searchType=default_popular&paid_fl=n,신입·경력,"반도체,PCB,디스플레이",매출액없음,서울 금천구,C++
675,"[로봇 전문기업] 경리회계, 영업관리",서울 금천구, 07/14(수),㈜엔티로봇,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=40464149&location=ts&searchword=C%2B%2B&searchType=default_popular&paid_fl=n,신입·경력,"전자,경리,더존",매출액없음,서울 금천구,C++
676,소프트웨어(SW) 엔지니어 채용,서울 용산구, 06/30(수),(주)피플웍스,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=40384931&location=ts&searchword=C%2B%2B&searchType=default_popular&paid_fl=n,신입·경력,"네트웍구축,통신,무선통신","1,595억 2,805만원",경북 구미시,C++
677,머신비전 응용개발 / 기술영업 엔지니어-정규직 채용,경남 창원시, 07/01(목),(주)대곤코퍼레이션,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=40366895&location=ts&searchword=C%2B%2B&searchType=default_popular&paid_fl=n,경력무관,"반도체,디스플레이,정밀광학","452억 9,647만원",서울 구로구,C++
678,[바이브컴퍼니] 개발자 모집(시각화 / NLP / 파이썬),서울 용산구, 06/30(수),(주)바이브컴퍼니,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=40320010&location=ts&searchword=C%2B%2B&searchType=default_popular&paid_fl=n,경력무관,"SI·시스템통합,DBMS,소프트웨어개발",매출액없음,서울 용산구,C++
679,"[용인] 재무/인사/비전 S/W (검사장비, AI, Deep Learning )",경기 용인시 처인구, 07/20(화),(주)루켄테크놀러지스,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=40291846&location=ts&searchword=C%2B%2B&searchType=default_popular&paid_fl=n,신입·경력,"반도체,LCD,디스플레이","160억 8,902만원",주소없음,C++
680,2021년 2분기 기술연구소 신입/경력 개발자 채용,서울 서초구, 06/30(수),(주)인텔리빅스,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=40398564&location=ts&searchword=C%2B%2B&searchType=default_popular&paid_fl=n,경력무관,"SI·시스템통합,솔루션업체,소프트웨어개발","102억 1,702만원",서울 서초구,C++
681,신보 연구소(신호처리팀) 소프트웨어 엔지니어(신입/경력) 모집,경기 안양시 만안구, 07/30(금),(주)신보,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=40356733&location=ts&searchword=C%2B%2B&searchType=default_popular&paid_fl=n,신입·경력,"전자,Hardware,Firmware","217억 2,700만원",경기 안양시 만안구,C++
682,Java/프론트엔드/백엔드/엔진 개발 채용 (신입/경력),경기 성남시 분당구, 06/30(수),(주)이파피루스,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=40363533&location=ts&searchword=C%2B%2B&searchType=default_popular&paid_fl=n,경력무관,"ERP,KMS,DBMS","66억 2,194만원",경기 성남시 분당구,C++
683,임베디드 개발자 병역특례 전문연구요원 (신규편입/전직),서울 금천구, 07/12(월),(주)스칼라웍스,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=40232363&location=ts&searchword=C%2B%2B&searchType=default_popular&paid_fl=n,경력무관,"소프트웨어개발,Linux,C·C++","3억 2,187만원",서울 금천구,C++
684,응용소프트웨어개발(C# 이용) 신입/경력 정규직 채용,서울 성동구, 06/30(수),(주)이바이오젠,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=40428854&location=ts&searchword=C%2B%2B&searchType=default_popular&paid_fl=n,경력무관,"바이오,생명공학,C·C++","42억 1,093만원",서울 성동구,C++
685,"서울지사- 솔루션 SW 개발 (데이터분석/딥러닝, 응용SW, WEB)",서울 서초구, 07/30(금),(주)에니트,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=40364443&location=ts&searchword=C%2B%2B&searchType=default_popular&paid_fl=n,경력무관,"소프트웨어개발,Java·JSP,프론트엔드","42억 8,046만원",광주 북구,C++
686,WebAR - 퍼블리셔/프론트엔드/영상처리 개발자 채용,서울 강남구, 07/31(토),(주)렛시,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=40493033&location=ts&searchword=C%2B%2B&searchType=default_popular&paid_fl=n,경력무관,"소프트웨어개발,Java·JSP,Python",1억 300만원,서울 강남구,C++
687,[연봉1.5억/빅데이터/AI/클라우드/VR] 제품 기획 및 개발 총괄,서울 구로구, 06/25(금),(주)스카우트플랜,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=40452655&location=ts&searchword=C%2B%2B&searchType=default_popular&paid_fl=n,경력10년,"SI·시스템통합,솔루션업체,소프트웨어개발",매출액없음,서울 강남구,C++
688,솔루션 응용프로그램 개발,대전 서구, 08/14(토),(주)에이엔알,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=40482903&location=ts&searchword=C%2B%2B&searchType=default_popular&paid_fl=n,신입·경력,"솔루션업체,소프트웨어개발,C·C++","56억 1,250만원",대전 서구,C++
689,상반기 채용공고) 반려동물 전문브랜드 강집사(디자이너&개발자),서울 성동구, 06/28(월),워크브레인(주),https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=40137284&location=ts&searchword=C%2B%2B&searchType=default_popular&paid_fl=n,경력무관,"소비재,생활용품,Python",매출액없음,서울 성동구,C++
690,(주)아이디씨아시아 2021 상반기 각 부문 정기채용,서울 영등포구, 06/26(토),(주)아이디씨아시아,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=40341297&location=ts&searchword=C%2B%2B&searchType=default_popular&paid_fl=n,신입·경력,"전자출판,솔루션영업,고객관리",매출액없음,서울 영등포구,C++
691,이에이트 2021하반기 솔루션연구본부 신입 및 경력사원 공개채용,서울 송파구, 06/30(수),이에이트 주식회사,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=40430272&location=ts&searchword=C%2B%2B&searchType=default_popular&paid_fl=n,경력무관,"소프트웨어개발,C·C++,C#",매출액없음,서울 송파구,C++
692,응용소프트웨어 개발 경력무관 채용 공고 - 정규직,대전 유성구,내일마감,디시티 랩,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=40427779&location=ts&searchword=C%2B%2B&searchType=default_popular&paid_fl=n,경력무관,"자동제어,C·C++,C#",매출액없음,대전 유성구,C++
693,삼성전자 시스템 기술지원 PM/PL급 채용 MFb7,경기 수원시 영통구,오늘마감,(주)트랜스코스모스코리아,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=40435625&location=ts&searchword=C%2B%2B&searchType=default_popular&paid_fl=n,경력,"SI·시스템통합,DBMS,시스템관리","2,997억 4,872만원",서울 영등포구,C++
694,[네오플] 서버/클라이언트 프로그래머 인재 모집,제주 제주시,채용시,㈜네오플,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=40166619&location=ts&searchword=C%2B%2B&searchType=default_popular&paid_fl=n,신입·경력,"게임개발,게임운영,게임","8,910억 4,859만원",주소없음,C++
695,SW 연구개발 담당 경력 채용,경기 안양시 동안구, 06/30(수),(주)휴비츠,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=39888959&location=ts&searchword=C%2B%2B&searchType=default_popular&paid_fl=n,경력,"정밀광학,C·C++,MFC",매출액없음,경기 안양시 동안구,C++
696,SW 개발 담당 경력 채용,경기 안양시 동안구, 06/30(수),(주)휴비츠,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=40398154&location=ts&searchword=C%2B%2B&searchType=default_popular&paid_fl=n,경력,"정밀광학,C·C++,MFC",매출액없음,경기 안양시 동안구,C++
697,피앤피시큐어 2021년 하반기 연구소(연구개발) 채용,경기 성남시 분당구, 06/20(일),㈜피앤피시큐어,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=40389021&location=ts&searchword=C%2B%2B&searchType=default_popular&paid_fl=n,경력무관,"솔루션업체,소프트웨어개발,정보보안","345억 8,289만원",경기 성남시 분당구,C++
698,소만사 정보보호SW 연구개발/QA 모집(신입/경력),서울 영등포구,내일마감,(주)소만사,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=40447441&location=ts&searchword=C%2B%2B&searchType=default_popular&paid_fl=n,경력무관,"네트워크보안,정보보안,정보보안","398억 8,376만원",서울 영등포구,C++
699,[nProtect] 2021 잉카인터넷 대규모 수시 채용,서울 강서구, 07/03(토),(주)잉카인터넷,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=40171229&location=ts&searchword=C%2B%2B&searchType=default_popular&paid_fl=n,경력무관,"보안,정보보안,Java·JSP","102억 5,496만원",서울 강서구,C++
700,"[스냅스] 개발자 경력 채용(프론트엔드,백엔드,android/IOS,AI)",서울 영등포구, 08/06(금),(주)스냅스,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=40420672&location=ts&searchword=C%2B%2B&searchType=default_popular&paid_fl=n,경력,"전자상거래,쇼핑몰,B2C",263억 465만원,서울 영등포구,C++
701,"[펜타시큐리티]보안S/W 개발 및 기획자 모집 (웹,인증,블록체인)",서울 영등포구,오늘마감,펜타시큐리티시스템(주),https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=40424992&location=ts&searchword=C%2B%2B&searchType=default_popular&paid_fl=n,신입·경력,"보안,방화벽,네트워크보안","217억 8,188만원",서울 영등포구,C++
702,[안드로이드 APP 개발] 부문 경력 채용,경기 성남시 분당구, 06/22(화),(주)파인디지털,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=40434491&location=ts&searchword=C%2B%2B&searchType=default_popular&paid_fl=n,경력 3~12년,"모바일,PDA·스마트폰,아이폰",매출액없음,경기 성남시 분당구,C++
703,유비벨록스 하반기 개발인원 모집,서울 구로구, 07/03(토),유비벨록스(주),https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=40473366&location=ts&searchword=C%2B%2B&searchType=default_popular&paid_fl=n,경력무관,"소프트웨어개발,서버관리,서버구축",매출액없음,서울 구로구,C++
704,[(주)투비소프트] 해외기술지원 경력사원 채용,서울 강남구,채용시,(주)투비소프트,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=40478895&location=ts&searchword=C%2B%2B&searchType=default_popular&paid_fl=n,경력 3~5년,"소프트웨어개발,Java·JSP,HTML",매출액없음,서울 강남구,C++
705,연구소 소프트웨어 개발자 채용,서울 금천구, 07/31(토),(주)경우시스테크,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=40487783&location=ts&searchword=C%2B%2B&searchType=default_popular&paid_fl=n,경력 3~10년,"전자,RF,Hardware","146억 2,908만원",서울 금천구,C++
706,연구개발직 채용(임베디드 SW),대구 동구, 06/30(수),(주)퓨전소프트,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=40384190&location=ts&searchword=C%2B%2B&searchType=default_popular&paid_fl=n,경력무관,"소프트웨어개발,C·C++,Java",72억 440만원,대구 동구,C++
707,"SI 프로젝트 개발팀(팀장,팀원) 모집 (기숙사 1인1실 무료제공)",서울 광진구, 08/07(토),슈어엠(주),https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=40430072&location=ts&searchword=C%2B%2B&searchType=default_popular&paid_fl=n,신입·경력,"시스템관리,솔루션업체,소프트웨어개발","169억 6,782만원",서울 광진구,C++
708,[iOS 개발] 부문 경력 채용,경기 성남시 분당구, 06/22(화),(주)파인디지털,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=40434532&location=ts&searchword=C%2B%2B&searchType=default_popular&paid_fl=n,경력 1~5년,"모바일,PDA·스마트폰,아이폰",매출액없음,경기 성남시 분당구,C++
709,반도체 테스트 장비(ATE) S/W 개발인력 정규직 모집 - 각 분야별,경기 성남시 분당구, 06/23(수),(주)쎄믹스,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=40305098&location=ts&searchword=C%2B%2B&searchType=default_popular&paid_fl=n,경력무관,"반도체,전기·전자회로,Linux","662억 3,502만원",주소없음,C++
710,빅데이터 플랫폼을 개발하실 신입 개발자 모십니다.,경기 성남시 분당구, 08/03(화),(주)데이터스트림즈,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=40401853&location=ts&searchword=C%2B%2B&searchType=default_popular&paid_fl=n,신입·경력,"솔루션업체,소프트웨어개발,Java","201억 8,900만원",서울 서초구,C++
711,[빅데이터 전문기업] 데이터스트림즈 부문별 전문인력 채용,서울 서초구, 08/10(화),(주)데이터스트림즈,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=40456403&location=ts&searchword=C%2B%2B&searchType=default_popular&paid_fl=n,경력무관,"솔루션업체,소프트웨어개발,Unix","201억 8,900만원",서울 서초구,C++
712,모션제어 응용개발 엔지니어를 모집합니다. (대전사업부),대전 유성구,채용시,(주)대곤코퍼레이션,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=40084624&location=ts&searchword=C%2B%2B&searchType=default_popular&paid_fl=n,경력무관,"자동제어,PLC,자동제어","452억 9,647만원",서울 구로구,C++
713,연구개발직 신입 및 경력 채용,서울 구로구, 07/31(토),(주)케이씨이아이,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=40371843&location=ts&searchword=C%2B%2B&searchType=default_popular&paid_fl=n,신입·경력,"SI·시스템통합,솔루션업체,소프트웨어개발","146억 7,591만원",서울 구로구,C++
714,[한국전자홀딩스] IT 시스템부문 신입/경력사원 채용,경북 구미시, 06/23(수),(주)한국전자홀딩스,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=40303335&location=ts&searchword=C%2B%2B&searchType=default_popular&paid_fl=n,신입·경력,"반도체,반도체,Java",매출액없음,서울 서초구,C++
715,[모트렉스] MCU F/W 개발자 경력직 채용,경기 성남시 분당구, 07/31(토),모트렉스(주),https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=40373363&location=ts&searchword=C%2B%2B&searchType=default_popular&paid_fl=n,경력3년,"자동차부품,Firmware,Micom",매출액없음,경기 성남시 분당구,C++
716,"소프트웨어 개발 전 부문 및 QA(서버,윈도우즈 클라이언트, AI)",서울 영등포구,상시채용,(주)인젠트,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=40372138&location=ts&searchword=C%2B%2B&searchType=default_popular&paid_fl=n,경력무관,"솔루션업체,소프트웨어개발,Linux",288억 688만원,서울 영등포구,C++
